seed,cruise_speed,sim_dt,decimation,control_dt_ms,sched_latency_ms,percep_latency_ms,percep_delay_steps,percep_hold_ms,percep_refresh,walk_speed,hold_steps,eff_cmd_hz,moment_scale,gust,motor_tau,pipeline_zoh,gates_passed,steps,K,outcome,crash_type
1001,1.8,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,0,468,4,crash,clip
1002,1.8,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,4,785,4,success,
1003,1.8,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,1,325,4,crash,clip
1004,1.8,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,4,821,4,success,
1005,1.8,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,3,710,4,crash,clip
1000,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,405,4,crash,clip
1001,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,0,922,4,crash,clip
1002,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,2,551,4,crash,clip
1003,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,468,4,crash,clip
1004,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,285,4,crash,clip
1005,1.8,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,442,4,crash,clip
1000,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,277,4,crash,clip
1001,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,0,134,4,crash,clip
1002,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,0,562,4,crash,clip
1003,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,317,4,crash,clip
1004,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,462,4,crash,clip
1005,1.8,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,181,4,crash,clip
